timesteps,goals,ball_touches,avg_ball_speed,avg_car_speed,avg_boost,steps
181004292,22,19891,709.3,872.3,33.6,50002
181054296,19,19358,704.9,857.1,34.2,50004
181104310,20,18358,736.4,895.5,32.0,50014
181154322,14,18908,740.3,901.4,33.8,50012
181204335,20,19129,717.0,866.8,33.4,50013
181254358,17,19377,724.4,878.9,32.3,50023
181304381,15,18103,749.0,899.4,31.3,50023
181354384,17,19101,728.7,867.0,31.9,50003
181404400,21,19447,724.0,871.7,31.7,50016
181454410,21,18187,721.9,877.5,30.5,50010
181504420,30,19662,707.0,847.6,32.5,50010
181554421,35,19553,706.8,861.8,32.2,50001
181604431,24,20103,721.9,879.8,35.1,50010
181654459,25,19586,737.2,873.9,34.5,50028
181704473,20,19606,718.5,870.0,34.5,50014
181754491,18,19080,698.5,854.3,30.8,50018
181804501,18,19434,720.0,881.2,33.3,50010
181854523,23,19480,696.7,852.2,32.1,50022
181904531,17,19055,727.1,891.6,32.8,50008
181954547,36,19118,715.7,870.5,33.5,50016
182004565,25,19162,704.9,866.5,32.6,50018
182054580,20,19789,729.9,888.6,33.8,50015
182104605,20,19575,689.1,854.5,33.9,50025
182154635,26,19678,698.0,864.4,34.7,50030
182204652,20,19760,702.9,867.1,33.1,50017
182254653,13,19231,680.8,837.3,33.3,50001
182304672,40,20624,681.2,840.8,35.5,50019
182354684,20,19368,686.5,848.4,33.6,50012
182404696,20,20235,705.1,843.4,33.7,50012
182454723,27,19372,674.6,843.0,34.6,50027
182504746,28,20051,695.3,846.3,34.3,50023
182554755,24,19058,692.0,836.9,32.7,50009
182604764,27,20558,714.3,864.6,33.0,50009
182654781,26,19488,711.6,863.1,34.3,50017
182704784,26,19795,704.6,842.2,33.2,50003
182754804,19,19486,727.4,877.2,33.8,50020
182804831,30,19390,685.1,846.3,32.7,50027
182854851,21,19287,715.5,879.5,33.0,50020
182904881,16,19392,709.5,867.8,32.5,50030
182954906,27,18921,687.7,844.5,32.7,50025
183004936,22,19558,703.2,864.8,33.3,50030
183054964,20,18769,697.3,873.6,32.3,50028
183104973,12,18816,700.1,857.5,32.4,50009
183154994,19,18867,708.6,870.4,32.9,50021
183205020,18,19097,709.4,872.0,32.3,50026
183255030,39,20259,706.1,863.6,33.8,50010
183305037,23,20006,688.1,844.3,33.4,50007
183355046,18,19210,701.5,856.1,33.0,50009
183405054,27,19624,693.6,847.3,32.7,50008
183455076,27,20113,703.1,862.9,34.5,50022
183505093,29,19287,700.4,848.6,34.2,50017
183555107,20,19504,710.5,862.2,33.6,50014
183605114,17,18776,711.1,871.5,31.2,50007
183655114,26,19355,700.7,864.8,31.3,50000
183705131,17,20396,738.4,886.2,33.0,50017
183755157,25,19332,720.9,869.3,31.5,50026
183805172,21,19315,711.1,863.6,32.3,50015
183855177,31,19911,707.2,867.4,32.3,50005
183905201,28,19989,691.4,862.2,31.9,50024
183955214,26,19753,706.5,860.8,32.5,50013
184005225,31,19075,694.7,850.6,31.3,50011
184055233,22,19277,737.4,892.7,30.7,50008
184105258,23,19930,721.6,878.4,33.0,50025
184155259,19,18873,739.1,883.4,31.9,50001
184205268,30,20023,703.0,870.3,31.3,50009
184255293,23,19242,708.4,872.7,31.6,50025
184305308,27,19923,708.0,881.6,33.8,50015
184355328,37,19512,676.8,849.8,31.9,50020
184405349,22,19597,725.7,893.8,33.0,50021
184455351,31,19341,709.1,877.0,33.8,50002
184505378,41,19110,661.0,841.8,30.8,50027
184555401,20,19498,706.7,858.6,32.5,50023
184605403,46,19352,673.0,836.2,31.0,50002
184655405,20,19462,711.3,874.4,32.5,50002
184705415,27,19909,707.6,865.1,33.5,50010
184755435,20,19429,692.2,858.4,32.5,50020
184805437,26,19028,707.6,870.9,33.0,50002
184855457,25,19480,692.4,858.0,32.5,50020
184905488,23,19875,701.9,862.4,34.3,50031
184955514,25,18886,695.3,854.6,32.3,50026
185005527,20,19911,702.9,862.7,32.1,50013
185055531,32,18803,702.8,866.0,31.8,50004
185105534,22,19672,718.8,870.0,32.1,50003
185155561,22,19298,697.1,869.0,32.8,50027
185205586,26,19442,705.9,869.4,32.8,50025
185255610,20,19913,726.6,881.4,33.1,50024
185305624,22,19093,729.9,878.8,30.7,50014
185355652,11,19962,737.1,888.1,32.1,50028
185405665,20,18957,707.6,866.5,31.1,50013
185455685,15,19645,735.2,887.4,33.0,50020
185505710,26,19528,694.0,849.9,30.5,50025
185555733,11,19416,717.9,879.7,30.4,50023
185605743,17,19556,727.1,879.2,31.3,50010
185655747,16,19090,693.0,851.5,32.7,50004
185705766,22,19450,711.3,869.6,32.1,50019
185755768,23,19119,702.9,873.3,31.0,50002
185805783,21,19969,708.1,865.3,33.8,50015
185855788,21,19634,708.5,869.6,32.4,50005
185905788,26,19152,692.3,846.4,32.3,50000
185955809,20,19695,705.5,857.4,32.5,50021
186005818,21,19400,727.6,872.0,31.0,50009
186055820,22,19628,710.9,884.9,32.5,50002
186105830,19,19555,724.2,876.7,33.8,50010
186155835,20,20125,696.2,854.0,33.2,50005
186205865,32,19680,703.6,862.4,32.0,50030
186255877,17,18703,721.9,865.6,31.5,50012
186305878,23,18956,710.1,868.9,30.2,50001
186355883,26,20163,708.6,859.9,32.6,50005
186405904,34,19486,692.1,845.1,32.0,50021
186455934,27,19259,698.1,852.1,29.9,50030
186505947,21,19225,700.0,865.6,31.6,50013
186555966,32,19905,703.5,854.2,32.2,50019
186605984,37,20044,708.6,858.8,33.3,50018
186655990,27,19697,716.1,873.9,32.3,50006
186706015,26,19088,713.8,863.2,33.0,50025
186756040,34,20170,711.6,868.0,32.0,50025
186806057,22,18722,699.3,848.5,30.1,50017
186856082,25,19116,731.3,875.3,30.8,50025
186906107,16,19334,734.5,890.0,32.2,50025
186956123,27,19723,718.4,872.5,30.7,50016
187006148,35,19303,694.6,859.9,32.3,50025
187056169,36,19721,709.0,865.5,31.2,50021
187106183,26,19753,715.4,861.6,31.4,50014
187156199,19,19647,708.8,876.4,33.2,50016
187206223,25,19286,717.9,870.2,31.3,50024
187256233,17,19051,722.9,864.5,31.4,50010
187306238,30,19887,689.0,849.2,31.5,50005
187356263,26,18764,708.9,874.7,32.0,50025
187406271,25,19628,699.7,869.7,32.8,50008
187456296,28,20637,689.3,856.7,32.5,50025
187506316,16,19219,731.7,888.1,30.8,50020
187556316,31,19527,710.6,857.7,32.5,50000
187606327,19,19481,711.3,868.8,32.7,50011
187656344,21,19219,703.0,851.8,30.2,50017
187706361,27,19862,701.8,866.2,32.6,50017
187756388,25,20137,685.7,850.4,33.4,50027
187806410,30,19820,710.0,868.7,32.5,50022
187856427,20,19621,718.8,881.6,32.1,50017
187906443,35,19791,707.1,865.2,34.0,50016
187956448,14,19926,722.1,872.3,33.0,50005
188006455,31,19818,696.5,863.2,32.6,50007
188056466,20,19063,690.8,861.2,31.4,50011
188106488,18,20172,713.7,876.3,33.6,50022
188156497,26,18975,699.7,870.6,31.2,50009
188206517,20,19865,729.3,881.8,33.1,50020
188256517,29,19615,722.7,873.4,32.1,50000
188306531,21,19567,681.6,861.1,31.4,50014
188356542,22,18635,707.6,879.8,33.6,50011
188406562,20,19441,709.6,890.4,33.3,50020
188456588,25,18831,726.1,888.4,30.7,50026
188506589,14,19229,721.5,882.7,32.5,50001
188556613,11,19372,735.4,874.4,32.2,50024
188606635,29,19243,688.7,869.4,32.4,50022
188656635,20,20756,727.6,878.7,34.5,50000
188706663,27,19954,696.8,856.6,33.0,50028
188756678,17,19890,726.4,881.4,34.7,50015
188806696,17,19930,719.5,877.2,33.4,50018
188856719,28,19884,702.8,857.4,33.4,50023
188906748,23,18937,685.7,855.7,30.8,50029
188956764,16,19499,691.9,863.0,31.6,50016
189006781,21,20180,724.7,879.9,33.3,50017
189056793,28,18758,687.4,862.0,32.7,50012
189106800,12,19638,713.7,872.6,33.2,50007
189156813,15,19379,726.5,879.0,31.2,50013
189206839,20,20714,732.2,876.7,33.6,50026
189256867,12,19550,737.5,887.1,33.7,50028
189306867,20,19826,727.7,879.0,33.4,50000
189356894,20,20406,707.7,857.0,34.6,50027
189406916,12,19622,725.1,890.9,31.9,50022
189456936,13,20024,714.5,872.7,30.6,50020
189506944,20,19600,720.3,861.7,33.7,50008
189556973,16,19305,698.5,883.1,32.8,50029
189606980,15,19487,734.2,893.6,33.4,50007
189656992,10,19659,716.8,887.0,32.7,50012
189707013,16,19743,724.5,871.7,33.7,50021
189757017,14,19497,761.0,905.6,33.8,50004
189807025,20,18962,710.4,880.2,32.4,50008
189857040,17,20118,750.4,911.7,34.5,50015
189907066,21,19888,732.4,886.3,33.9,50026
189957097,17,19465,706.6,866.8,33.3,50031
190007105,21,20211,712.7,877.8,32.9,50008
190057131,33,20023,714.8,879.0,33.1,50026
190107150,15,20079,716.4,865.3,34.2,50019
190157180,19,19663,705.0,868.0,33.2,50030
190207181,30,19543,730.3,894.6,32.3,50001
190257185,6,19655,737.4,892.4,33.4,50004
190307196,27,19462,699.5,864.1,33.2,50011
190357207,13,19581,714.0,888.4,32.9,50011
190407222,27,20353,701.8,845.3,34.0,50015
190457238,19,19598,710.5,877.3,33.4,50016
190507255,33,20315,708.5,851.6,33.0,50017
190557277,15,20102,707.4,852.3,31.5,50022
190607304,18,20086,728.4,882.5,30.8,50027
190657318,25,19438,711.0,867.1,32.9,50014
190707336,30,19612,714.0,871.5,32.2,50018
190757348,24,18940,720.7,898.5,32.0,50012
190807360,17,19015,711.6,891.4,33.0,50012
190857389,28,19699,697.4,862.0,31.6,50029
190907412,17,19619,689.1,848.4,32.1,50023
190957434,16,19852,726.4,868.7,32.0,50022
191007463,16,19758,713.5,892.2,32.6,50029
191057476,16,19825,722.4,871.3,33.7,50013
191107496,22,20105,708.0,864.3,32.1,50020
191157522,19,19305,716.7,877.6,30.5,50026
191207527,21,18754,725.4,884.5,32.7,50005
191257532,16,19837,730.9,873.6,33.4,50005
191307546,15,19512,724.6,862.9,31.9,50014
191357547,26,19699,712.5,859.7,32.8,50001
191407571,24,20832,720.7,866.3,32.1,50024
191457576,14,19206,693.2,844.5,31.6,50005
191507578,21,19791,711.4,868.0,33.8,50002
191557580,19,19342,702.3,851.5,32.2,50002
191607605,23,19140,706.4,871.4,31.5,50025
191657613,30,19547,694.5,860.2,31.2,50008
191707637,14,19342,704.4,872.0,32.1,50024
191757650,25,19926,722.7,873.8,33.2,50013
191807651,23,19964,726.3,885.8,32.8,50001
191857668,22,20224,708.0,864.9,32.2,50017
191907668,25,20122,721.3,871.7,33.3,50000
191957690,16,19629,728.8,875.8,32.8,50022
192007693,19,20162,712.0,861.5,33.8,50003
192057696,25,20028,693.0,860.1,32.7,50003
192107711,19,19127,697.9,871.3,31.6,50015
192157739,27,19457,721.7,874.4,31.7,50028
192207748,13,19807,714.4,871.8,34.2,50009
192257751,17,19875,732.3,881.3,33.6,50003
192307756,14,18656,731.7,903.5,32.9,50005
192357784,19,20183,741.8,884.6,32.6,50028
192407785,10,19855,734.6,883.7,34.3,50001
192457800,13,20437,737.0,898.3,33.8,50015
192507812,23,19793,709.6,868.7,31.8,50012
192557822,17,18667,681.2,850.2,30.9,50010
192607831,20,19606,715.3,885.3,32.3,50009
192657851,23,19424,738.7,901.6,33.0,50020
192707865,17,19927,700.1,862.8,32.3,50014
192757871,18,19684,692.2,857.1,32.3,50006
192807896,12,18755,728.1,872.8,32.0,50025
192857900,19,19165,706.4,874.2,32.3,50004
192907929,23,19620,706.0,874.3,32.3,50029
192957930,22,20120,705.7,872.0,34.0,50001
193007939,18,18987,707.9,876.1,31.0,50009
193057966,15,20006,712.4,875.4,32.6,50027
193107973,19,19859,711.9,864.2,33.0,50007
193157992,23,19832,707.9,871.4,32.7,50019
193208008,20,20199,729.5,888.1,32.7,50016
193258017,17,20007,729.5,888.8,33.2,50009
193308021,10,19791,725.3,867.3,32.8,50004
193358042,20,20177,698.9,869.1,33.8,50021
193408055,20,19197,713.2,872.8,31.1,50013
193458081,15,19606,698.1,862.7,32.2,50026
193508086,22,19980,701.7,862.4,32.2,50005
193558109,19,19717,732.6,895.0,32.6,50023
193608130,23,19922,737.1,887.6,32.7,50021
193658145,19,20133,754.0,889.2,33.2,50015
193708172,30,19778,709.9,869.6,32.8,50027
193758177,22,20006,754.1,903.7,31.5,50005
193808183,13,19152,695.2,861.9,31.8,50006
193858199,21,20535,725.3,884.2,33.7,50016
193908205,18,20191,752.9,896.6,32.1,50006
193958216,30,19471,694.0,849.5,32.9,50011
194008221,20,20181,736.4,882.3,31.1,50005
194058242,23,19679,709.1,868.7,32.4,50021
194108247,18,19373,725.9,889.4,31.9,50005
194158269,20,19808,715.9,875.4,32.2,50022
194208286,27,20373,696.1,848.6,33.3,50017
194258294,22,19985,722.0,879.6,32.6,50008
194308325,23,19085,702.0,865.1,30.8,50031
194358346,21,19925,695.7,871.1,32.8,50021
194408357,30,19785,706.1,861.1,34.4,50011
194458358,28,20205,738.2,881.4,32.9,50001
194508368,33,20600,708.0,866.7,33.2,50010
194558371,17,20495,721.8,881.2,32.5,50003
194608391,22,19772,719.3,884.6,32.7,50020
194658420,35,20301,692.5,869.5,33.2,50029
194708430,19,19127,728.9,881.6,30.8,50010
194758461,14,20334,730.5,892.8,33.9,50031
194808487,24,20736,720.0,873.9,33.4,50026
194858487,22,19955,722.2,882.8,31.1,50000
194908501,21,19929,698.4,872.4,30.8,50014
194958518,22,19474,724.5,887.2,31.8,50017
195008536,30,20607,699.1,870.4,32.7,50018
195058546,20,20471,699.8,870.1,32.6,50010
195108549,22,19144,687.5,857.1,30.8,50003
195158559,18,19713,713.7,872.0,31.3,50010
195208569,31,20655,712.3,881.7,31.9,50010
195258590,25,19762,688.9,856.0,32.7,50021
195308594,32,20441,699.5,856.2,32.1,50004
195358597,24,20315,715.8,866.3,33.3,50003
195408607,16,19572,695.3,854.0,33.0,50010
195458620,29,20579,713.0,867.4,34.9,50013
195508650,22,19931,697.7,864.4,33.3,50030
195558667,20,19611,708.8,874.5,34.0,50017
195608696,26,19996,704.9,872.8,33.5,50029
195658711,26,20185,693.0,850.3,33.8,50015
195708735,34,19689,676.0,862.5,34.9,50024
195758735,16,19934,699.1,867.0,33.7,50000
195808762,23,19800,698.1,864.6,33.3,50027
195858773,32,19418,693.9,876.6,31.7,50011
195908800,9,19592,718.0,892.7,33.5,50027
195958817,23,20060,684.2,852.2,33.1,50017
196008824,22,19246,680.7,838.9,32.1,50007
196058831,23,19767,712.7,859.8,31.8,50007
196108842,28,20325,709.9,853.3,34.3,50011
196158854,25,19757,702.0,863.8,33.0,50012
196208875,28,20238,706.2,878.0,31.8,50021
196258875,19,19920,708.9,867.6,33.4,50000
196308882,22,20109,727.1,876.2,32.0,50007
196358904,19,19627,711.8,874.9,31.4,50022
196408928,18,20324,713.8,861.5,32.3,50024
196458928,12,19391,710.2,878.7,32.2,50000
196508931,27,20529,712.0,875.7,34.1,50003
196558952,37,19676,679.5,854.7,32.5,50021
196608967,17,19766,704.2,880.9,30.5,50015
196658977,14,20681,725.8,874.8,33.8,50010
196708994,13,19609,727.1,893.6,32.3,50017
196759000,16,20314,743.7,896.1,32.8,50006
196809016,10,20160,719.0,866.9,33.2,50016
196859040,21,20412,737.2,906.1,33.3,50024
196909069,20,20055,739.8,898.8,31.3,50029
196959072,11,19237,712.3,856.7,32.4,50003
197009077,25,20737,729.5,887.8,32.4,50005
197059097,13,19996,707.5,862.8,32.2,50020
197109102,7,20310,717.6,871.9,33.3,50005
197159108,10,19600,707.2,867.1,31.9,50006
197209114,22,19949,695.5,874.7,32.5,50006
197259134,20,20582,712.2,858.8,34.7,50020
197309150,22,20468,692.0,860.0,32.5,50016
197359162,20,20157,730.0,877.7,32.5,50012
197409191,14,20015,700.3,862.0,32.3,50029
197459208,20,20823,698.8,855.0,33.2,50017
197509209,20,19761,712.9,880.2,32.7,50001
197559216,20,20114,694.8,853.8,33.6,50007
197609217,22,20426,729.2,896.2,32.2,50001
197659233,22,19946,705.4,876.2,31.0,50016
197709259,21,19753,707.7,876.5,31.8,50026
197759276,14,19256,701.7,857.6,32.1,50017
197809299,11,19925,727.1,890.0,32.0,50023
197859324,16,19697,707.4,879.1,33.2,50025
197909345,30,20239,714.2,886.2,31.1,50021
197959357,22,19824,715.5,878.2,31.4,50012
198009364,15,19578,714.4,879.0,30.7,50007
198059367,21,19575,685.6,870.4,31.8,50003
198109367,12,19803,694.3,859.4,31.8,50000
198159386,22,19260,702.7,868.0,31.5,50019
198209404,15,20437,703.6,876.4,32.8,50018
198259431,20,20242,704.2,861.1,33.9,50027
198309458,21,20799,710.2,873.9,34.5,50027
198359463,13,20488,726.5,877.7,33.7,50005
198409471,20,20900,709.5,876.9,33.3,50008
198459481,21,19750,702.5,853.8,31.5,50010
198509484,23,20014,697.6,881.7,32.8,50003
198559504,26,20127,698.2,874.0,32.7,50020
198609505,19,19618,710.9,874.2,31.3,50001
198659514,29,20705,689.8,862.8,33.0,50009
198709531,29,20558,693.4,873.3,34.4,50017
198759547,22,19775,707.4,873.9,31.5,50016
198809566,24,20392,709.7,863.1,31.5,50019
198859572,22,20268,719.8,889.5,33.4,50006
198909580,30,20624,740.2,895.7,33.3,50008
198959584,19,20105,702.7,867.9,33.3,50004
199009608,16,20157,706.0,877.9,30.8,50024
199059611,9,19355,730.3,908.4,32.0,50003
199109635,21,20614,703.8,872.1,32.4,50024
199159648,11,20540,741.8,887.7,31.5,50013
199209666,13,19150,732.9,900.1,32.8,50018
199259689,31,20297,685.5,865.3,33.7,50023
199309702,17,19184,685.6,874.3,31.9,50013
199359722,23,20145,722.4,880.5,31.1,50020
199409751,21,19686,700.3,867.4,30.7,50029
199459776,22,20155,698.5,876.2,34.5,50025
199509785,24,19852,707.0,875.8,30.2,50009
199559795,24,19823,718.4,902.0,32.2,50010
199609799,15,19897,705.4,877.0,33.0,50004
199659824,22,19245,700.0,876.9,31.1,50025
199709849,13,20134,716.5,872.5,33.1,50025
199759875,32,20123,712.8,870.2,32.2,50026
199809893,7,21004,756.2,904.3,34.2,50018
199859903,20,19655,704.1,861.2,31.5,50010
199909932,25,20422,725.1,870.0,34.3,50029
199959942,20,20112,726.1,885.8,31.0,50010
200009953,18,20167,728.4,872.7,31.8,50011
50024,5,59,59.5,751.8,17.3,50024
100035,8,46,51.9,752.8,16.8,50011
150049,8,51,57.3,743.3,17.8,50014
200074,3,38,46.5,738.3,17.2,50025
250102,10,53,62.3,749.6,17.2,50028
199659798,36,40264,706.9,870.2,31.3,100003
199759801,34,40198,695.7,854.2,32.1,100003
199859802,34,40753,722.0,884.0,31.1,100001
199959802,15,39325,714.1,885.9,31.4,100000
200059813,22,39182,706.3,875.2,32.1,100011
200159824,21,39363,734.7,900.6,32.0,100011
199659809,36,40979,704.3,868.7,31.8,100014
199759817,58,41466,691.3,845.9,32.5,100008
199859834,38,41111,715.9,877.7,31.7,100017
199959845,35,40731,697.5,854.1,32.5,100011
200059858,38,39779,679.0,846.8,32.4,100013
200159873,40,41005,714.1,882.6,32.5,100015
200259875,46,41288,699.8,864.7,31.8,100002
200359885,28,39362,724.5,886.2,30.9,100010
200459902,33,38402,712.1,877.9,31.1,100017
200559904,35,40053,705.8,870.1,31.4,100002
200659912,25,38415,708.7,879.8,31.0,100008
200759914,26,38320,732.0,888.7,29.7,100002
200859925,21,37544,721.5,882.5,29.6,100011
200959943,29,37805,739.0,896.8,28.0,100018
201059953,18,35706,756.2,915.5,27.8,100010
201159966,19,34940,737.3,905.9,27.2,100013
201259976,16,33803,754.8,914.3,26.8,100010
201359985,13,32870,768.7,926.1,25.9,100009
201459992,16,32220,770.3,929.3,24.8,100007
201560007,18,29993,783.5,950.6,24.4,100015
201660021,26,30168,772.1,936.3,23.2,100014
201760031,24,28862,784.7,950.2,22.3,100010
201860038,12,27168,779.8,953.6,22.3,100007
201960047,23,26300,784.4,960.4,21.5,100009
202060052,13,25022,772.7,962.3,20.9,100005
202160067,19,23753,772.5,960.2,20.6,100015
202260081,20,22621,778.7,959.5,19.6,100014
202360098,18,21617,787.5,983.4,19.4,100017
202460114,27,19583,747.8,956.8,18.4,100016
202560129,18,19368,758.1,964.1,17.8,100015
202660144,16,18145,781.5,979.1,17.6,100015
202760153,24,17918,769.3,967.4,17.3,100009
202860172,17,16904,775.7,968.7,16.2,100019
202960181,15,16191,769.0,957.4,16.1,100009
203060196,27,15013,772.1,977.6,16.4,100015
203160200,17,14022,758.9,987.1,15.9,100004
203260200,22,13445,770.1,975.8,15.6,100000
203360202,31,12896,767.7,980.7,16.9,100002
203460215,30,11469,733.0,954.6,15.6,100013
203560224,24,12923,759.3,972.0,16.2,100009
203660235,32,11424,743.4,955.6,16.2,100011
203760252,34,10968,728.5,961.8,15.6,100017
203860256,43,10822,736.9,966.7,16.5,100004
203960260,32,10308,722.6,941.8,16.7,100004
204060267,44,10350,731.2,964.4,15.7,100007
204160283,41,10463,732.3,948.4,14.9,100016
204260285,57,10011,730.2,942.3,15.5,100002
204360289,53,9906,698.2,941.0,16.0,100004
204460304,59,9790,724.8,950.6,15.4,100015
204560318,62,9510,698.6,948.6,16.6,100014
204660325,63,9104,703.5,946.4,16.0,100007
204760342,57,8764,711.4,943.9,15.7,100017
204860349,77,7941,685.3,931.9,15.6,100007
204960361,87,7994,681.7,941.6,15.7,100012
205060375,80,7996,695.0,938.9,15.4,100014
205160380,120,8275,665.0,924.2,15.6,100005
205260388,107,7891,671.8,941.9,15.5,100008
205360392,103,7843,683.6,935.5,15.5,100004
205460407,130,7608,688.1,934.0,16.0,100015
205560420,106,7697,671.4,921.2,15.2,100013
205660424,166,7883,677.1,932.9,15.5,100004
205760431,155,8024,679.9,928.5,15.8,100007
205860443,171,7554,683.3,949.3,15.5,100012
205960447,168,7775,675.1,937.8,16.1,100004
206060457,214,7750,674.8,939.5,16.5,100010
206160476,206,7010,649.6,934.6,16.4,100019
206260492,226,8320,673.3,953.3,16.7,100016
206360510,217,7409,682.7,943.9,16.7,100018
206460510,225,7388,664.2,939.4,16.3,100000
206560512,214,7218,649.9,943.4,16.5,100002
206660521,264,7515,672.8,959.1,17.6,100009
206760528,290,7720,664.2,942.8,16.8,100007
206860528,281,7416,662.4,951.1,16.9,100000
206960543,337,8100,686.7,965.0,17.4,100015
207060546,327,7671,678.1,964.1,18.1,100003
207160557,332,8045,660.6,958.3,18.0,100011
207260563,366,8062,663.2,960.9,18.7,100006
207360579,377,8346,670.0,980.8,18.7,100016
207460583,375,7735,656.6,960.9,18.5,100004
207560595,393,8262,671.0,971.2,18.8,100012
207660609,396,7739,651.7,974.2,19.0,100014
207760627,386,7837,634.4,953.4,18.6,100018
207860643,419,8585,660.8,962.5,19.2,100016
207960659,469,8804,646.7,974.3,19.1,100016
208060660,492,9227,641.3,970.6,20.1,100001
208160672,451,8626,633.3,962.7,19.7,100012
208260678,503,9437,644.2,977.0,20.3,100006
208360687,499,9309,652.7,997.8,20.6,100009
208460688,539,9036,648.1,996.7,20.5,100001
208560692,545,9217,627.7,1001.7,20.1,100004
208660700,543,9161,656.6,996.0,20.0,100008
208760706,482,8720,604.7,986.2,20.2,100006
208860711,581,9204,624.3,991.8,20.7,100005
208960718,623,10240,674.8,999.9,21.7,100007
209060722,578,9461,624.8,1002.9,20.9,100004
209160738,645,9875,649.3,1018.8,21.9,100016
209260745,601,9826,616.8,1008.1,21.2,100007
209360747,622,9756,637.7,1019.1,22.0,100002
209460764,650,10061,648.7,1021.6,21.6,100017
209560765,621,9585,622.0,1003.0,22.2,100001
209660777,616,10083,635.0,1012.0,21.6,100012
209760778,628,9572,623.7,1019.0,22.3,100001
209860791,660,9708,633.9,1010.4,21.9,100013
209960807,660,9451,627.2,1018.9,22.0,100016
210060809,663,9958,636.5,1025.7,22.8,100002
210160822,666,9534,615.9,1035.2,22.2,100013
210260832,661,9978,633.7,1026.1,22.2,100010
210360843,651,9880,638.7,1014.8,22.0,100011
210460857,675,9514,629.7,1031.5,22.4,100014
210560869,667,9949,619.9,1031.3,22.5,100012
210660869,632,8972,613.1,1012.2,21.7,100000
210760877,656,9137,618.5,1030.7,22.0,100008
210860878,622,8581,599.6,1010.5,22.0,100001
210960881,662,8778,616.3,1017.8,22.0,100003
211060889,662,8941,629.3,1029.7,21.5,100008
211160905,632,8738,606.4,1017.9,21.9,100016
211260906,615,8102,591.8,1005.6,21.4,100001
211360923,642,8389,605.0,1014.9,22.0,100017
211460923,624,8224,602.4,1006.2,21.2,100000
211560935,676,8514,627.5,1031.5,21.8,100012
211660951,620,8168,588.5,1000.6,21.8,100016
211760962,632,8400,610.1,1003.1,21.6,100011
211860965,637,8104,593.0,1018.5,21.7,100003
211960979,629,8188,601.0,1023.7,22.2,100014
212060985,613,7734,569.5,1005.3,22.0,100006
212161002,651,7710,596.3,1015.2,21.7,100017
212261011,619,7331,602.0,1022.9,21.9,100009
212361023,650,7685,584.3,1032.5,22.6,100012
212461026,641,7592,594.7,1021.0,22.2,100003
212561040,613,7261,573.4,1017.8,21.7,100014
212661054,625,7400,580.3,1004.7,21.7,100014
212761060,621,7561,580.0,1004.3,21.5,100006
212861069,660,7484,608.0,1027.4,22.5,100009
212961071,626,7525,586.9,1009.0,22.0,100002
213061076,602,6837,577.0,1004.2,21.3,100005
213161092,661,7488,592.7,1022.9,22.4,100016
213261097,621,7135,574.9,1019.7,21.5,100005
213361101,603,6862,571.7,1014.1,21.4,100004
213461114,631,6879,578.7,1020.4,22.7,100013
213561127,578,6458,552.3,990.7,21.3,100013
213661139,661,7409,612.5,1007.1,21.3,100012
213761152,604,6935,583.6,1009.9,21.9,100013
213861160,603,6827,566.5,985.3,21.9,100008
213961174,588,6790,574.5,997.8,21.4,100014
214061188,635,6405,579.2,1010.8,22.3,100014
214161200,612,6186,551.0,982.8,21.4,100012
214261207,579,6408,562.7,1006.7,21.5,100007
214361214,567,5760,548.5,978.4,20.5,100007
214461216,557,5997,569.4,1007.4,21.1,100002
214561232,584,6009,547.6,991.6,21.1,100016
214661245,544,5750,533.6,989.6,21.3,100013
214761260,591,5994,566.0,998.5,21.4,100015
214861275,585,5741,527.3,987.8,21.7,100015
214961277,587,5741,556.2,978.8,21.3,100002
215061285,570,5714,551.6,995.8,21.4,100008
215161299,583,5739,557.3,993.6,20.8,100014
215261305,574,5687,558.4,989.3,20.5,100006
215361307,543,5421,541.4,993.3,21.4,100002
215461324,578,5885,585.4,986.3,20.7,100017
215561330,597,5524,547.6,989.8,21.0,100006
215661338,567,5623,550.4,990.2,21.5,100008
215761353,539,5035,534.6,982.2,20.6,100015
215861356,564,5429,543.7,981.0,21.1,100003
215961372,519,4972,505.6,977.4,20.0,100016
216061387,591,5623,561.7,1012.1,21.3,100015
216161399,557,5392,542.9,986.9,20.8,100012
216261404,572,5281,541.9,980.4,21.5,100005
216361419,541,4988,516.6,966.5,21.4,100015
216461423,547,5064,555.9,981.0,20.9,100004
216561424,560,5151,564.0,985.8,21.0,100001
216661424,576,5216,567.8,1012.6,21.3,100000
216761424,532,5150,541.6,973.0,20.9,100000
216861428,554,5107,551.8,977.6,21.7,100004
216961441,519,4929,533.4,956.6,20.5,100013
217061451,540,4826,535.2,973.4,21.1,100010
217161460,567,5262,554.0,979.0,20.9,100009
217261479,553,4769,542.5,984.2,21.1,100019
217361496,541,4759,538.8,988.3,21.8,100017
217461505,531,4567,538.8,972.7,20.3,100009
217561523,543,4700,538.8,985.4,21.4,100018
217661536,543,4726,525.8,952.3,21.0,100013
217761547,564,4768,557.3,980.7,21.6,100011
217861564,541,4596,537.3,986.0,21.1,100017
217961577,522,4711,545.0,957.3,20.8,100013
218061581,520,4542,536.2,965.8,21.4,100004
218161596,490,4310,518.6,969.4,21.5,100015
218261614,484,4298,513.6,951.6,20.6,100018
