timesteps,goals,ball_touches,avg_ball_speed,avg_car_speed,avg_boost,steps
125887973,110,16541,629.2,810.9,36.7,50031
125937977,126,16188,587.3,767.4,38.4,50004
125987979,132,16774,590.4,775.8,38.8,50002
126037990,122,17336,625.8,800.7,38.0,50011
126087998,129,16258,610.6,778.3,38.2,50008
126138010,135,16952,602.3,786.8,36.7,50012
126188034,127,16922,598.4,793.4,37.7,50024
126238049,145,17397,622.3,800.0,38.4,50015
126288055,146,18143,630.4,818.3,39.2,50006
126338066,123,16894,596.2,787.8,35.9,50011
126388076,131,16991,606.6,802.1,37.6,50010
126438094,123,17087,601.3,789.7,37.3,50018
126488125,131,16902,601.8,800.2,40.3,50031
126538134,151,17909,599.6,787.4,40.8,50009
126588142,138,17078,593.0,771.9,38.9,50008
126638146,135,17470,616.8,794.5,39.8,50004
126688153,140,18260,622.1,800.3,40.5,50007
126738159,133,16713,598.4,786.5,38.1,50006
126788188,108,16355,599.9,812.4,37.5,50029
126838198,152,18307,631.2,823.6,38.7,50010
126888217,110,16784,624.9,802.7,37.3,50019
126938235,133,17244,609.7,794.3,37.9,50018
126988235,132,16155,582.9,798.1,36.2,50000
127038241,138,17538,635.4,816.9,38.8,50006
127088257,149,17252,602.7,813.3,39.4,50016
127138285,153,17212,621.0,812.1,38.0,50028
127188303,123,16930,598.9,787.0,37.2,50018
127238311,163,18063,611.5,793.7,39.1,50008
127288319,151,17610,605.0,797.8,40.3,50008
127338325,153,18115,620.2,805.7,38.5,50006
127388332,131,16800,593.9,776.3,38.5,50007
127438341,158,18004,598.8,784.5,39.7,50009
127488352,140,18210,614.5,793.0,40.6,50011
127538370,149,17218,600.0,805.0,39.1,50018
127588394,140,17089,576.8,766.0,38.6,50024
127638424,127,16783,601.2,795.3,38.6,50030
127688431,152,18199,641.1,807.1,38.5,50007
127738436,154,18022,628.8,809.5,40.2,50005
127788450,150,17928,624.1,792.5,37.8,50014
127838467,145,18016,632.7,825.0,38.2,50017
127888479,135,16977,609.7,786.0,38.6,50012
127938497,140,17657,613.0,797.9,38.3,50018
127988511,127,17608,615.7,787.4,38.9,50014
128038527,151,17679,613.0,791.8,40.8,50016
128088547,130,17676,621.8,794.7,40.0,50020
128138558,141,17941,611.5,800.8,39.2,50011
128188562,135,17948,624.7,804.2,38.1,50004
128238582,109,16278,585.3,791.1,36.7,50020
128288598,126,17059,583.3,787.9,38.5,50016
128338615,126,16945,605.2,790.6,38.7,50017
128388645,139,18217,629.1,812.1,38.8,50030
128438664,129,16927,589.8,792.3,38.2,50019
128488687,123,17585,616.0,799.0,38.8,50023
128538695,116,16732,604.3,788.2,37.8,50008
128588698,121,16751,587.0,774.6,38.1,50003
128638708,111,18003,614.6,800.7,37.2,50010
128688716,133,17130,592.6,785.2,36.0,50008
128738728,132,17075,596.5,787.0,37.6,50012
128788746,122,16845,587.9,782.9,35.8,50018
128838763,127,17251,616.8,799.7,38.4,50017
128888773,139,17895,602.8,784.9,37.2,50010
128938800,109,16244,602.0,781.4,37.0,50027
128988806,121,17242,601.1,813.7,36.5,50006
129038809,138,17288,600.3,793.7,37.2,50003
129088837,130,17525,628.0,798.3,39.4,50028
129138858,138,17458,609.7,786.0,37.5,50021
129188861,136,17217,585.5,789.6,38.8,50003
129238861,136,17958,616.4,794.5,41.2,50000
129288861,125,16802,598.1,781.2,38.5,50000
129338886,142,18067,609.2,801.8,38.8,50025
129388914,140,18420,652.5,810.7,40.0,50028
129438925,133,17132,605.2,792.8,37.9,50011
129488945,144,17581,606.0,784.9,37.3,50020
129538976,145,18016,628.9,811.9,39.4,50031
129588977,136,17638,622.1,812.0,38.5,50001
129638985,147,17726,618.1,795.1,38.6,50008
129688985,168,18241,594.2,784.3,39.2,50000
129739007,138,17548,600.1,804.1,37.5,50022
129789024,158,18879,613.6,788.1,39.5,50017
129839024,158,17733,605.1,793.4,38.4,50000
129889044,138,17526,615.4,805.7,38.4,50020
129939048,161,18214,600.2,797.9,39.9,50004
129989063,153,17884,622.8,807.2,38.6,50015
130039064,135,17544,628.5,805.7,37.3,50001
130089077,138,17972,629.4,819.5,38.3,50013
130139094,100,17136,615.8,807.8,37.7,50017
130189103,133,17808,611.6,806.5,37.3,50009
130239134,138,17178,596.8,790.8,38.4,50031
130289162,133,18158,643.0,809.8,40.3,50028
130339188,128,17134,612.4,790.0,39.2,50026
130389211,132,17549,644.2,821.2,37.2,50023
130439212,128,17659,620.5,820.1,37.1,50001
130489235,129,16851,631.9,816.6,36.1,50023
130539241,118,17638,649.0,812.3,36.5,50006
130589251,143,17364,611.7,804.4,38.2,50010
130639276,149,17479,600.7,802.5,37.4,50025
130689298,132,17566,624.7,809.4,37.3,50022
130739328,129,17046,621.5,824.0,37.0,50030
130789330,108,16237,586.9,793.3,35.8,50002
130839356,143,18079,640.5,825.1,39.9,50026
130889363,122,15835,584.5,805.3,34.2,50007
130939366,128,17203,605.3,816.1,36.5,50003
130989380,130,16924,618.6,817.0,38.0,50014
131039401,123,18007,643.2,811.4,38.7,50021
131089409,139,17680,596.4,792.1,38.9,50008
131139410,136,17222,592.1,790.8,36.8,50001
131189440,144,18024,610.0,810.3,38.4,50030
131239450,147,18247,616.8,805.7,39.2,50010
131289474,154,18637,628.1,809.0,42.0,50024
131339496,160,19129,633.1,814.8,40.7,50022
131389519,118,16819,598.2,791.4,37.9,50023
131439525,145,17825,624.6,809.3,39.0,50006
131489551,119,16886,623.1,813.5,34.9,50026
131539573,137,17808,632.7,829.5,37.9,50022
131589592,151,17213,635.9,841.5,36.9,50019
131639597,121,16781,601.8,793.6,34.5,50005
131689626,144,18436,628.1,813.8,40.1,50029
131739639,139,17891,628.0,816.3,37.8,50013
131789666,132,16742,593.3,786.0,36.4,50027
131839692,134,17167,597.9,793.2,36.0,50026
131889715,122,16373,584.2,778.8,33.7,50023
131939727,130,17263,620.5,807.3,36.6,50012
131989740,131,17090,612.6,799.2,38.6,50013
132039767,136,18459,625.9,812.8,38.8,50027
132089782,129,17332,614.8,805.2,36.6,50015
132139787,140,17724,614.1,821.3,36.3,50005
132189797,141,18242,650.8,822.4,39.2,50010
132239816,138,18114,610.1,798.3,37.8,50019
132289831,165,18061,606.8,815.0,37.7,50015
132339848,137,18582,615.5,793.6,38.7,50017
132389867,140,18536,634.1,815.4,38.3,50019
132439878,125,17573,617.7,798.2,38.5,50011
132489908,138,17222,590.2,804.1,35.6,50030
132539938,117,17646,648.9,832.3,37.9,50030
132589948,121,17191,609.2,795.4,36.5,50010
132639960,146,18625,643.5,820.8,37.9,50012
132689962,130,17507,601.5,798.0,39.0,50002
132739963,124,17656,624.0,811.3,37.8,50001
132789986,125,17445,618.5,810.2,36.8,50023
132839993,135,18217,637.5,803.7,37.4,50007
132890022,117,16952,610.7,790.6,35.5,50029
132940031,121,17438,641.1,804.8,37.2,50009
132990042,136,18758,647.8,834.4,38.6,50011
133040058,130,18550,638.0,812.8,38.0,50016
133090061,128,17833,623.7,804.7,38.9,50003
133140080,139,18364,632.1,826.8,38.9,50019
133190085,123,17945,618.6,805.5,38.0,50005
133240100,116,17582,633.5,814.4,38.2,50015
133290109,122,16765,612.5,811.6,36.3,50009
133340128,113,16536,621.1,800.1,35.4,50019
133390136,129,17370,622.1,806.7,37.1,50008
133440150,124,17378,615.4,797.6,38.6,50014
133490159,117,17120,612.7,792.8,36.7,50009
133540166,146,18175,610.7,795.0,37.2,50007
133590193,141,18026,623.0,805.6,39.6,50027
133640221,127,17625,626.3,802.2,39.1,50028
133690235,132,17744,622.3,788.2,37.8,50014
133740263,148,17909,600.2,782.9,39.3,50028
133790276,127,18001,626.9,808.0,38.2,50013
133840303,144,17699,601.1,779.7,40.7,50027
133890311,136,18069,609.6,784.4,38.2,50008
133940319,107,17156,621.6,806.6,37.7,50008
133990347,156,18992,622.0,811.9,40.4,50028
134040370,117,17268,598.3,801.8,36.6,50023
134090400,128,17763,612.2,792.7,37.5,50030
134140425,132,17041,605.5,801.9,39.2,50025
134190429,133,17957,616.4,799.6,38.9,50004
134240457,109,16345,615.6,815.6,35.0,50028
134290465,148,18213,612.8,815.0,39.2,50008
134340492,167,18816,632.4,804.8,38.7,50027
134390495,131,17980,626.1,811.4,38.1,50003
134440501,134,17856,618.6,812.0,39.1,50006
134490512,138,18782,623.5,804.8,38.9,50011
134540538,119,18140,638.3,814.0,38.8,50026
134590549,143,17601,618.4,798.4,38.2,50011
134640560,122,17826,627.3,805.8,38.7,50011
134690573,111,17438,636.7,817.4,37.5,50013
134740591,144,18730,639.3,823.4,39.9,50018
134790603,126,17650,639.6,825.5,36.4,50012
134840629,130,17135,621.1,815.5,35.3,50026
134890657,134,17913,622.4,815.1,38.9,50028
134940659,152,18389,641.2,829.7,38.4,50002
134990689,159,18101,620.9,820.0,39.1,50030
135040711,135,18030,628.1,822.8,37.2,50022
135090720,159,19124,623.8,812.3,39.7,50009
135140723,153,18114,590.0,785.3,37.3,50003
135190742,122,17585,635.9,805.2,39.5,50019
135240748,139,18465,633.5,817.6,38.7,50006
135290764,131,18165,664.7,833.5,36.5,50016
135340776,122,17322,626.5,803.0,37.5,50012
135390776,145,18158,634.0,812.9,37.9,50000
135440798,123,16946,641.9,827.8,36.5,50022
135490822,111,17984,648.5,839.4,36.3,50024
135540851,135,18272,634.8,817.5,39.5,50029
135590864,135,18465,651.1,824.9,36.5,50013
135640883,145,18460,629.9,817.1,38.4,50019
135690893,115,17392,626.9,810.6,36.6,50010
135740907,138,17844,620.5,800.0,36.4,50014
135790920,121,17866,621.7,799.9,37.9,50013
135840925,135,19113,623.5,805.1,42.4,50005
135890943,131,18913,642.5,805.7,40.3,50018
135940955,126,18329,637.2,798.3,39.5,50012
135990964,118,18875,634.5,807.6,39.2,50009
136040993,126,18151,618.7,812.0,38.2,50029
136091006,138,18209,612.4,806.6,38.6,50013
136141008,128,17907,608.2,814.5,38.5,50002
136191016,120,18776,637.5,811.2,37.9,50008
136241027,139,18696,636.6,826.8,38.7,50011
136291030,127,18511,647.1,832.1,38.2,50003
136341048,130,17356,623.7,822.2,36.7,50018
136391065,113,17986,635.9,820.9,36.4,50017
136441079,132,18525,613.9,798.6,37.8,50014
136491100,107,17900,622.5,827.1,38.0,50021
136541121,129,18188,618.7,815.1,38.6,50021
136591136,113,18209,648.5,815.8,39.2,50015
136641163,129,18301,621.7,818.8,39.4,50027
136691167,96,17368,645.7,832.0,37.8,50004
136741191,120,18126,642.6,831.4,38.6,50024
136791197,120,17639,613.4,813.6,38.7,50006
136841209,98,17700,629.7,807.4,36.8,50012
136891213,115,17807,629.8,817.2,38.4,50004
136941216,129,18451,630.6,805.7,40.1,50003
136991241,138,18675,614.0,810.0,38.9,50025
137041249,129,18513,660.4,821.7,38.0,50008
137091271,154,19194,617.2,813.9,39.6,50022
137141292,134,18293,627.6,809.9,38.4,50021
137191312,100,17407,633.4,813.2,35.9,50020
137241312,131,18366,637.6,824.5,38.4,50000
137291323,126,18379,635.6,823.0,36.5,50011
137341335,128,17722,602.2,801.9,37.0,50012
137391361,148,18820,641.3,826.9,39.5,50026
137441391,136,18462,624.1,799.2,39.2,50030
137491399,117,17672,629.3,830.8,37.9,50008
137541405,126,18374,669.8,851.4,39.2,50006
137591429,136,18367,632.5,818.6,38.8,50024
137641434,126,18981,646.9,829.9,36.1,50005
137691442,128,17260,612.6,813.0,37.4,50008
137741446,106,17163,650.9,836.7,35.3,50004
137791447,133,18188,629.3,820.4,37.6,50001
137841473,115,17341,637.9,830.8,36.2,50026
137891479,107,17777,645.9,824.2,35.4,50006
137941482,113,18234,657.7,827.0,35.3,50003
137991505,105,17596,630.7,823.3,36.1,50023
138041519,107,18009,653.2,827.7,37.5,50014
138091534,135,18804,635.7,817.9,39.6,50015
138141544,123,18202,629.7,819.8,38.1,50010
138191561,111,18123,640.9,823.7,37.9,50017
138241561,113,17832,635.5,808.5,36.3,50000
138291562,104,17506,659.7,854.8,36.0,50001
138341566,111,17612,637.9,832.5,35.1,50004
138391573,103,17882,673.6,854.9,36.1,50007
138441585,113,17799,638.3,829.4,38.3,50012
138491591,101,16988,646.0,842.2,35.9,50006
138541618,84,17219,650.5,837.6,38.5,50027
138591637,128,17874,641.3,825.1,35.9,50019
138641661,133,18384,639.9,828.9,36.9,50024
138691675,123,18775,658.3,832.2,39.2,50014
138741702,114,18827,639.0,819.5,40.5,50027
138791731,97,17216,629.1,814.5,36.6,50029
138841747,123,18089,612.0,813.1,36.8,50016
138891767,105,17481,605.1,811.2,35.1,50020
138941780,113,18537,655.5,840.4,39.4,50013
138991806,116,17987,623.5,822.2,36.6,50026
139041825,118,18373,662.1,851.5,37.0,50019
139091853,101,17995,633.6,815.8,37.1,50028
139141867,102,17969,652.4,843.4,37.2,50014
139191878,99,17550,665.2,829.2,36.0,50011
139241898,112,17718,650.4,834.8,37.2,50020
139291922,101,17759,659.6,856.2,36.2,50024
139341932,118,18176,666.2,841.9,39.0,50010
139391938,87,17288,631.8,828.6,35.3,50006
139441940,103,17852,651.0,849.0,38.1,50002
139491954,123,18499,641.7,843.5,38.5,50014
139541965,108,17275,641.5,823.9,37.2,50011
139591968,115,18425,673.9,837.7,37.8,50003
139641977,96,17385,632.5,821.8,35.5,50009
139692008,103,17558,631.1,815.5,36.2,50031
139742016,129,18282,638.6,825.7,37.9,50008
139792036,111,18452,674.2,835.7,37.9,50020
139842062,108,17599,630.6,813.4,35.9,50026
139892066,112,17804,665.0,850.6,36.0,50004
139942096,103,17224,648.4,837.4,36.0,50030
139992111,122,17592,652.8,839.1,34.9,50015
140042130,140,18279,655.3,829.8,38.6,50019
140092130,107,17375,668.0,842.2,35.4,50000
140142135,111,17550,636.9,847.6,37.7,50005
140192156,117,18189,656.1,847.9,36.3,50021
140242160,114,18530,657.9,839.6,39.0,50004
140292169,135,18704,649.1,829.1,38.9,50009
140342177,89,17615,629.7,826.4,36.6,50008
140392180,111,18072,653.4,833.5,38.3,50003
140442209,114,18424,669.1,833.5,38.2,50029
140492224,92,17127,649.1,838.7,36.7,50015
140542236,119,17737,649.6,832.1,37.5,50012
140592250,102,17727,658.2,840.5,35.7,50014
140642253,85,16524,641.4,835.5,34.5,50003
140692275,93,17177,640.6,840.5,35.9,50022
140742278,95,18093,668.7,841.4,36.9,50003
140792296,90,17841,687.5,859.1,36.5,50018
140842321,93,18286,674.9,853.2,36.5,50025
140892332,76,16955,660.5,846.9,35.1,50011
140942334,98,17697,660.9,845.5,36.2,50002
140992338,86,16749,673.4,841.0,35.2,50004
141042356,84,16346,633.3,824.8,34.4,50018
141092369,110,18561,661.6,850.5,36.4,50013
141142379,88,16836,641.2,825.0,35.8,50010
141192393,94,17681,682.8,843.3,35.8,50014
141242410,97,17262,636.0,824.7,35.0,50017
141292429,98,17349,660.2,848.8,33.9,50019
141342440,119,18737,676.8,843.6,36.1,50011
141392450,131,18950,667.2,835.0,38.0,50010
141442475,103,17734,648.9,823.9,35.9,50025
141492487,139,18452,628.0,810.2,37.1,50012
141542487,98,18495,673.2,835.3,37.2,50000
141592496,122,18571,664.1,840.7,35.8,50009
141642513,107,18555,652.6,831.6,37.6,50017
141692521,83,17480,656.9,833.5,35.7,50008
141742543,99,17704,664.9,842.5,34.3,50022
141792562,96,17975,663.8,837.4,34.5,50019
141842578,86,17766,702.7,871.8,37.3,50016
141892594,101,17108,634.0,819.6,35.8,50016
141942602,78,16834,655.5,831.5,33.8,50008
141992614,90,17766,682.0,843.0,34.8,50012
142042633,69,16808,679.6,853.2,34.6,50019
142092649,80,17153,675.4,857.2,35.2,50016
142142655,87,17458,653.5,843.7,34.4,50006
142192655,71,17007,691.3,868.2,33.4,50000
142242658,97,17699,678.3,846.5,36.5,50003
142292660,83,17475,690.6,870.8,34.7,50002
142342663,79,18112,696.5,854.9,36.9,50003
142392665,100,18420,670.7,834.8,36.4,50002
142442692,85,18548,712.3,863.3,37.6,50027
142492715,73,17328,674.1,856.6,35.9,50023
142542733,99,17035,628.9,833.6,36.2,50018
142592764,112,17862,635.2,831.5,35.8,50031
142642764,88,17910,655.8,839.6,35.6,50000
142692781,119,18545,651.5,834.6,38.2,50017
142742784,118,18572,638.6,830.3,38.7,50003
142792808,135,19558,662.6,855.2,38.1,50024
142842817,87,18265,663.0,848.0,37.2,50009
142892842,114,18232,661.4,829.9,35.8,50025
142942863,87,17391,644.4,829.2,34.8,50021
142992869,94,17459,645.6,838.7,36.9,50006
143042885,108,17045,634.5,831.6,34.5,50016
143092903,76,16748,638.8,824.9,35.3,50018
143142928,112,17783,645.9,821.6,36.4,50025
143192949,93,17439,650.5,837.2,35.1,50021
143242970,119,18202,659.4,830.5,36.3,50021
143292999,114,18467,681.3,835.4,36.6,50029
143343010,70,17307,678.6,849.5,35.3,50011
143393018,100,17178,679.2,842.6,34.9,50008
143443035,91,17644,705.3,871.2,35.1,50017
143493042,126,18449,675.4,845.0,37.4,50007
143543071,101,17720,672.2,833.2,35.9,50029
143593090,113,18474,683.2,863.1,34.8,50019
143643112,119,17825,658.7,848.0,37.3,50022
143693123,104,18013,680.7,856.5,36.8,50011
143743142,105,17823,658.3,835.6,36.2,50019
143793143,113,17530,653.4,826.4,36.0,50001
143843166,87,17412,687.2,860.6,35.7,50023
143893188,113,18303,656.0,840.7,36.1,50022
143943214,105,17495,637.4,826.2,35.2,50026
143993233,100,18264,657.6,826.1,38.3,50019
144043236,104,17463,629.9,817.7,35.3,50003
144093240,97,17516,673.1,836.8,36.9,50004
144143256,105,18286,665.5,840.1,35.9,50016
144193259,118,18222,655.7,834.9,34.1,50003
144243282,99,17858,660.8,825.0,35.4,50023
144293310,94,17500,660.9,833.9,36.8,50028
144343323,98,17473,676.1,856.7,35.0,50013
144393342,94,17885,669.2,850.1,35.2,50019
144443357,81,16438,654.3,823.5,35.7,50015
144493362,79,17539,676.6,833.9,37.0,50005
144543385,115,18643,654.7,842.7,35.8,50023
144593396,82,17360,684.1,851.6,35.5,50011
144643414,73,17163,691.9,856.7,35.0,50018
144693424,86,17550,687.2,861.0,35.4,50010
144743429,68,17049,671.7,839.6,36.6,50005
144793441,76,17595,661.7,839.8,36.9,50012
144843471,95,18385,686.5,854.2,36.3,50030
144893490,79,18344,701.2,859.3,37.9,50019
144943490,99,18123,676.9,839.8,35.5,50000
144993494,73,17664,671.2,842.3,33.9,50004
145043497,83,18820,686.3,853.3,37.7,50003
145093500,106,18510,636.0,829.4,36.1,50003
145143508,81,17685,674.6,857.1,36.9,50008
145193537,89,18094,670.1,829.6,36.2,50029
145243553,83,17538,651.3,851.6,35.2,50016
145293577,82,17116,638.9,827.5,35.7,50024
145343607,96,18511,670.8,844.0,36.4,50030
145393626,98,17640,665.7,839.2,37.1,50019
145443653,97,18291,673.9,853.2,36.9,50027
145493680,103,17778,630.5,816.8,37.0,50027
145543700,135,19010,656.4,836.5,37.5,50020
145593725,97,18914,664.8,832.6,39.1,50025
145643731,99,17918,631.2,831.5,37.7,50006
145693739,97,17920,679.4,859.4,35.6,50008
145743745,77,17929,686.1,869.6,35.7,50006
145793755,94,18124,660.3,845.0,35.5,50010
145843761,97,18042,667.9,827.8,35.5,50006
145893787,89,17743,663.6,866.8,36.1,50026
145943812,109,18778,673.9,856.0,36.3,50025
145993822,110,18706,679.8,859.8,37.4,50010
146043844,86,18108,663.9,848.5,37.4,50022
146093871,103,17828,675.1,831.6,36.4,50027
146143895,91,18117,678.7,850.7,36.9,50024
146193908,105,17830,648.2,848.6,36.5,50013
146243925,105,18293,663.5,859.3,34.5,50017
146293945,102,18700,683.5,868.3,38.3,50020
146343976,75,17587,681.5,837.4,34.3,50031
146394006,100,17992,654.4,833.3,35.9,50030
146444006,84,17700,673.5,850.5,35.8,50000
146494011,92,17819,649.4,848.6,35.2,50005
146544030,92,18293,653.2,843.1,35.2,50019
146594054,94,17822,626.5,825.0,35.0,50024
146644071,89,18007,650.5,840.5,36.6,50017
146694079,96,17962,672.4,841.3,35.7,50008
146744087,85,17255,667.6,853.3,33.1,50008
146794106,79,17024,660.4,822.7,35.4,50019
146844116,86,17892,659.5,845.8,35.5,50010
146894119,87,18554,691.4,857.7,38.8,50003
146944127,71,17172,668.4,851.3,35.0,50008
146994136,101,17611,645.8,844.2,35.0,50009
147044152,91,18752,684.3,851.3,35.9,50016
147094172,88,18056,665.0,842.4,35.2,50020
147144186,117,18523,660.3,834.3,37.6,50014
147194205,115,18552,678.5,856.5,35.3,50019
147244233,94,18164,687.6,862.2,35.6,50028
147294245,104,17611,653.8,829.3,35.4,50012
147344259,88,17705,647.1,815.2,34.0,50014
147394271,83,18267,691.1,868.1,35.9,50012
147444297,109,18964,662.7,849.7,37.0,50026
147494325,98,18751,681.8,851.3,36.4,50028
147544332,87,17618,658.2,852.3,36.2,50007
147594341,106,18715,676.8,856.1,36.1,50009
147644361,83,17751,654.4,840.3,36.5,50020
147694386,90,17741,647.4,824.6,35.3,50025
147744410,99,17878,631.1,825.1,36.0,50024
147794435,108,18508,640.2,833.5,35.5,50025
147844452,69,17153,660.5,835.0,35.2,50017
147894480,102,18319,641.3,853.5,37.4,50028
147944498,69,18109,722.4,873.1,36.2,50018
147994500,75,17574,683.0,862.6,35.3,50002
148044504,109,18125,657.7,848.2,35.7,50004
148094534,72,16950,670.5,850.7,33.8,50030
148144534,85,17546,676.0,857.7,35.4,50000
148194548,93,18197,652.2,839.7,35.1,50014
148244575,75,17455,683.4,852.5,34.7,50027
148294585,93,17388,666.3,858.1,35.0,50010
148344612,76,17365,683.9,864.8,34.6,50027
148394617,87,18510,687.4,861.7,35.0,50005
148444638,68,17169,668.6,835.1,35.2,50021
148494658,79,17859,680.4,867.9,35.6,50020
148544666,72,17007,676.7,866.6,35.1,50008
148594667,69,17345,697.2,870.6,34.1,50001
148644670,70,18014,692.6,860.1,33.4,50003
148694692,114,18797,643.5,836.7,36.4,50022
148744698,64,17373,680.8,864.6,35.5,50006
148794701,86,17016,630.5,844.1,34.9,50003
148844723,80,17523,688.6,854.7,35.4,50022
148894736,76,16817,649.6,840.1,33.9,50013
148944746,91,17946,704.9,873.2,35.6,50010
148994762,79,18459,672.8,863.6,35.3,50016
149044773,71,17358,663.5,831.1,34.2,50011
149094782,90,17146,649.8,841.7,33.6,50009
149144809,90,17557,655.8,850.4,34.3,50027
149194831,82,17631,674.3,851.4,35.5,50022
149244834,90,18641,696.0,869.5,35.7,50003
149294834,89,17674,686.6,864.4,35.0,50000
149344851,84,17949,704.9,865.7,34.6,50017
149394881,96,18052,655.3,857.4,34.0,50030
